# name|lat|lon|elevation_m|radius_km
Kings Park|40.8862|-73.2573|1019|22.0
Revel|43.4589|2.0044|2188|22.0
Sherrelwood|39.8378|-105.0014|1271|22.0
Colmenar Viejo|40.6591|-3.7676|2438|22.0
Armenia|4.5366|-75.6726|630|22.0
Bayswater|51.5112|-0.1843|2046|22.0
Senatobia|34.6176|-89.9687|1307|22.0
Tarqui|2.1125|-75.8242|482|22.0
Ninh Bình|20.2581|105.9797|427|22.0
Ovari Paravarnattam|8.2774|77.8915|270|22.0
Serik|36.9175|31.1046|1504|22.0
Caririaçu|-7.0422|-39.2836|416|22.0
Beshariq|40.4358|70.6103|1883|22.0
Buckingham|45.5856|-75.4208|976|22.0
Salem|42.5547|-88.1109|1181|22.0
Kiphire|25.8679|94.7857|956|22.0
Burgthann|49.3520|11.3115|1818|22.0
Camas|45.5871|-122.3995|956|22.0
Hell's Kitchen|40.7650|-73.9909|1025|22.0
Santiago Tianguistenco de Galeana|19.1802|-99.4664|567|22.0
Mazeikiai|56.3167|22.3333|1917|22.0
Presidente Sarney|-2.5914|-45.3642|569|22.0
Munirābād|15.3093|76.3383|763|22.0
Sector 5|44.3881|26.0714|1686|22.0
Chambas|22.1953|-78.9123|1198|22.0
Miguel Pereira|-22.4539|-43.4689|159|22.0
Luboń|52.3471|16.8927|1784|22.0
Monywa|22.1086|95.1358|909|22.0
Sanyang|13.2667|-16.7606|1272|22.0
Santana da Vargem|-21.2492|-45.5067|167|22.0
Charkhāri|25.4030|79.7488|1357|22.0
Los Palacios y Villafranca|37.1618|-5.9243|2528|22.0
Ladispoli|41.9507|12.0750|1879|22.0
Rossendale|53.6846|-2.2769|2041|22.0
Yirol|6.5525|30.4981|1218|22.0
Tavarede|40.1669|-8.8457|2567|22.0
Środa Wielkopolska|52.2284|17.2762|1784|22.0
Chehimet Nord|35.4340|10.3945|2030|22.0
Scranton|41.4092|-75.6649|1029|22.0
Imota|6.6636|3.6694|1503|22.0
Palmira|3.5394|-76.3036|550|22.0
Buluan|6.7203|124.8019|-350|22.0
Yak'airike|38.1960|76.9651|1688|22.0
Świdnica|50.8438|16.4886|1772|22.0
Humbermede|43.7525|-79.5442|1028|22.0
Soo|31.6464|130.9907|-37|22.0
Fuorigrotta|40.8333|14.2000|1829|22.0
Quillota|-32.8834|-71.2488|-350|22.0
Zango|13.0531|8.4857|1904|22.0
Abū al Maţāmīr|30.9102|30.1744|1397|22.0
Boahia|7.5717|-3.5149|1353|22.0
Old Bridge|40.4148|-74.3654|1031|22.0
Salbris|47.4242|2.0512|2088|22.0
Mmadinare|-21.8765|27.7518|93|22.0
Barrigada Village|13.4691|144.7990|-350|22.0
Martí|22.9471|-80.9190|1209|22.0
Ake-Eze|5.9168|7.6761|1536|22.0
Mannachanallur|10.9099|78.6993|480|22.0
Beigang|23.5701|120.3016|-195|22.0
Rio Preto|-22.0892|-43.8278|166|22.0
Azazga|36.7447|4.3722|2235|22.0
Freguesia do Ribeirao da Ilha|-27.7177|-48.5627|-221|22.0
Kiseljak|43.9430|18.0813|1730|22.0
Andzhiyevskiy|44.2389|43.0856|1930|22.0
Białołeka|52.3213|20.9720|1812|22.0
Cold Spring|39.0217|-84.4399|1193|22.0
Ille-sur-Têt|42.6708|2.6207|2184|22.0
Chicago Lawn|41.7750|-87.6964|1191|22.0
Kewdale|-31.9789|115.9516|-350|22.0
Arbuzynka|47.9079|31.3170|1845|22.0
Tías|28.9611|-13.6450|2367|22.0
Nandasmo|11.9241|-86.1207|685|22.0
Borcea|44.3333|27.7500|1692|22.0
Zaspa-Rozstaje|54.3967|18.6130|1821|22.0
Ervália|-20.8400|-42.6572|221|22.0
Budaun|28.0381|79.1267|1459|22.0
Brookswood|49.0667|-122.6667|1047|22.0
Saint-Étienne-au-Mont|50.6779|1.6308|2016|22.0
Waterford|41.3417|-72.1360|1011|22.0
Initao|8.4997|124.3039|-350|22.0
Summerville|33.0185|-80.1757|1213|22.0
Taishan|22.2513|112.7799|98|22.0
Irobo|5.2936|-4.7960|1136|22.0
Baq‘ā’|27.9065|42.3890|1168|22.0
Taquaritinga|-21.4061|-48.5047|92|22.0
Phước Hòa|12.1000|107.1167|307|22.0
Swansea|51.6208|-3.9432|2157|22.0
Pendino|40.8471|14.2632|1827|22.0
Daitō|34.7138|135.6203|224|22.0
Salah Bey|35.8545|5.2905|2215|22.0
Sialkot|32.4927|74.5313|1659|22.0
Magenta|45.4646|8.8845|1921|22.0
Miranda|-20.2406|-56.3783|-122|22.0
Rosemont–La Petite-Patrie|45.5366|-73.6069|979|22.0
Kalol|23.2466|72.4951|1241|22.0
Sylvan Lake|52.3110|-114.0837|1219|22.0
Hiddenhausen|52.1667|8.6167|1832|22.0
Yarmouth|43.8006|-70.1867|1005|22.0
Wanparti|16.3674|78.0689|859|22.0
Federal Way|47.3223|-122.3126|1013|22.0
Boonton|40.9026|-74.4071|1026|22.0
Hurlingham|-34.5904|-58.6290|-350|22.0
Fort Washington|40.1418|-75.2091|1042|22.0
La Bouilladisse|43.3962|5.5931|2064|22.0
Bilohirya|49.9989|26.4144|1829|22.0
Jāfarābād|20.8661|71.3661|1076|22.0
Russellville|35.2784|-93.1338|1316|22.0
Jidd Ḩafş|26.2186|50.5478|1117|22.0
Donsohouo|6.4498|-5.6963|1191|22.0
Cabestany|42.6814|2.9409|2173|22.0
Kharian|32.8161|73.8870|1677|22.0
Marange-Silvange|49.2082|6.1043|1929|22.0
Majhauli Khetal|26.1102|85.3664|1284|22.0
São Gonçalo do Amarante|-3.6072|-38.9683|434|22.0
Daruvar|45.5906|17.2250|1745|22.0
Maheshtala|22.5086|88.2532|1123|22.0
Timperley|53.4000|-2.3333|2051|22.0
Rafrāf|37.1904|10.1837|2012|22.0
Santo Antônio do Içá|-3.1022|-67.9397|453|22.0
Mkoani|-5.3667|39.6500|684|22.0
Chinguar|-12.5571|16.3380|460|22.0
Amaxac de Guerrero|19.3466|-98.1706|638|22.0
Maranello|44.5310|10.8689|1880|22.0
Chulisshēri|10.5908|76.1899|416|22.0
Ebéjico|6.3260|-75.7683|723|22.0
Mgandu|-5.9500|34.1333|863|22.0
Palatka|29.6486|-81.6376|1254|22.0
Borāwar|27.0237|74.6758|1453|22.0
Madras|44.6335|-121.1295|970|22.0
Jumilla|38.4792|-1.3250|2399|22.0
Jönköping|57.7814|14.1562|1813|22.0
Bentley Park|-17.0039|145.7382|-350|22.0
Mīt Abū Ghālib|31.2884|31.6772|1374|22.0
South Elmsall|53.5971|-1.2803|2016|22.0
Skanderborg|56.0343|9.9318|1791|22.0
San Jose|7.7367|125.0703|-350|22.0
Srirāmpur|22.9485|88.0195|1140|22.0
Ryūō|35.0608|136.1245|256|22.0
Châteauroux|46.8125|1.6936|2115|22.0
Guachochi|26.8204|-107.0713|697|22.0
Gupitan|7.7758|125.6406|-350|22.0
Pacific|47.2645|-122.2501|1013|22.0
El’ban|50.0953|136.5011|911|22.0
Santangpu|27.4056|111.9869|134|22.0
Santana|32.8000|-16.8833|2454|22.0
North Delta|49.1667|-122.9167|1041|22.0
Albeştii Pământeni|45.2071|24.6683|1700|22.0
Ramat HaSharon|32.1461|34.8394|1353|22.0
Veinticinco de Mayo|-27.3780|-54.7450|-350|22.0
Koīra|21.9049|85.2421|1157|22.0
Ar Rommani|33.5284|-6.6035|2526|22.0
Chirongui|-12.9319|45.1483|350|22.0
Velikiy Ustyug|60.7619|46.3135|2342|22.0
Washington|41.2992|-91.6929|1259|22.0
Ussuriysk|43.8047|131.9573|578|22.0
Kalamansig|6.5519|124.0511|-350|22.0
Nazareth|32.7009|35.2972|1366|22.0
Serinhisar|37.5810|29.2664|1530|22.0
Ferndale|42.4606|-83.1346|1102|22.0
Hillegom|52.2908|4.5833|1903|22.0
Sorriso|-12.5453|-55.7114|314|22.0
Wah Kwai Estate|22.2504|114.1396|36|22.0
Yaya|56.1990|86.4342|826|22.0
Krishnanagar|23.4058|88.4907|1141|22.0
Victoria|12.1902|-61.7068|959|22.0
Galashki|43.1174|44.9905|1917|22.0
Afonso Cláudio|-20.0742|-41.1239|252|22.0
Binalbagan|10.1948|122.8581|-350|22.0
Pescia|43.8871|10.6885|1894|22.0
Mapandan|16.0248|120.4547|-263|22.0
Kasin|16.8867|96.0825|772|22.0
Alken|50.8755|5.3056|1915|22.0
Porirua|-41.1333|174.8500|-350|22.0
Edenbridge-Humber Valley|43.6709|-79.5225|1029|22.0
Paranaíba|-19.6772|-51.1908|97|22.0
Funes|-32.9157|-60.8100|-350|22.0
Mibu|36.4167|139.8000|438|22.0
Serra Dourada|-12.7607|-43.9500|414|22.0
Lahnstein|50.3000|7.6167|1875|22.0
Tōkai|35.0227|136.9089|277|22.0
Egota|35.7255|139.6652|396|22.0
Puduppatti|9.6171|77.6375|366|22.0
Ardeşen|41.1906|40.9793|1750|22.0
Kunmadaras|47.4333|20.8000|1734|22.0
Pura|15.6248|120.6480|-274|22.0
Florida|15.0269|-88.8357|764|22.0
Bremen|33.7212|-85.1455|1272|22.0
Cortazar|20.4836|-100.9624|582|22.0
Ichora|19.4297|78.4528|1057|22.0
Karmaskaly|54.3655|56.1713|2227|22.0
Manouba|36.8101|10.0956|2021|22.0
Stonecrest|33.7085|-84.1349|1260|22.0
Manicaragua|22.1502|-79.9787|1198|22.0
Douglass Hills|38.2379|-85.5527|1224|22.0
Filey|54.2100|-0.2892|1971|22.0
Reichenbach/Vogtland|50.6228|12.3034|1797|22.0
Waipio|21.4182|-157.9991|148|22.0
Valaiyāmpattu|12.6927|78.6347|609|22.0
Santa Paula|34.3542|-119.0593|584|22.0
Elbrus|43.3499|42.4453|5642|40.0
Kratovo|42.0791|22.1817|1665|22.0
Nilo Peçanha|-13.5994|-39.1069|354|22.0
Tingüindín|19.7389|-102.4816|460|22.0
Manethi|28.1582|76.3890|1494|22.0
Bandar Saujana Utama|3.2066|101.4773|132|22.0
Solone|48.2091|34.8758|1926|22.0
New City|41.1476|-73.9893|1020|22.0
Greenville|41.8712|-71.5520|1006|22.0
Puck|54.7179|18.4084|1823|22.0
Gif-sur-Yvette|48.6833|2.1333|2053|22.0
South Tamworth|-31.1100|150.9225|-350|22.0
Al Kiremit al ‘Arakiyyīn|14.3476|32.9437|1158|22.0
Klimovo|52.3788|32.1963|2017|22.0
Lingao|19.9087|109.6872|247|22.0
Huambo|-12.7761|15.7392|427|22.0
Moriki|12.8741|6.4875|1895|22.0
Casablanca|33.5883|-7.6114|2536|22.0
Enyellé|2.8075|18.0117|1435|22.0
Salto Grande|-22.8928|-49.9856|-24|22.0
Jastrzębie Zdrój|49.9554|18.5748|1763|22.0
Yaring|6.8662|101.3689|309|22.0
Mabalacat City|15.2230|120.5712|-273|22.0
Byron Bay|-28.6499|153.6125|-350|22.0
Pucioasa|45.0781|25.4323|1699|22.0
Coronel Vivida|-25.9797|-52.5678|-295|22.0
Mérida|8.5790|-71.1692|912|22.0
Naperville|41.7859|-88.1473|1198|22.0
Staines|51.4309|-0.5061|2057|22.0
Langenau|48.4962|10.1185|1848|22.0
Ghadames|30.1337|9.5007|2123|22.0
São Pedro|-22.5486|-47.9139|57|22.0
Rodi|-0.6246|34.5030|961|22.0
Ilo|-17.6319|-71.3411|-350|22.0
Shōranūr|10.7618|76.2708|430|22.0
Tapiola|60.1764|24.8085|2066|22.0
Zagarolo|41.8416|12.8154|1859|22.0
Linxi|39.7118|118.4495|164|22.0
Jīwanpur|28.7145|77.2849|1506|22.0
Phichit|16.4418|100.3488|630|22.0
Muquém do São Francisco|-12.0660|-43.5493|423|22.0
Ar Riyāḑ|31.2419|30.9450|1386|22.0
Huangshi|30.2471|115.0481|35|22.0
Yarkovo|54.8056|82.5989|1044|22.0
Gola Bāzār|26.3446|83.3530|1335|22.0
Celebration|28.3253|-81.5331|1253|22.0
Mabéhiri|5.6667|-6.4167|1104|22.0
Micheldorf in Oberösterreich|47.8776|14.1336|1785|22.0
Rennes|48.1111|-1.6743|2192|22.0
Punjabi Market|49.2330|-123.1016|1037|22.0
Greenville|43.1775|-85.2528|1120|22.0
East Cambie|49.1843|-123.0927|1037|22.0
Schaerbeek|50.8693|4.3774|1938|22.0
Mahesāna|23.5986|72.3847|1261|22.0
Sanaswadi|18.6644|74.1094|965|22.0
Sarakagui|5.8190|-6.8044|1102|22.0
Abū Ţisht|26.1204|32.0954|1283|22.0
Exeter|41.5776|-71.5376|1008|22.0
Odawara|35.2556|139.1597|355|22.0
Ikalamavony|-21.1500|46.5833|140|22.0
Kamuli|0.9472|33.1197|1039|22.0
Nájera|42.4182|-2.7287|2373|22.0
Vrnograč|45.1637|15.9544|1764|22.0
Ratnagiri|16.9915|73.3102|838|22.0
Sokodé|8.9833|1.1333|1595|22.0
Sissach|47.4641|7.8089|1917|22.0
Gherla|47.0333|23.9167|1734|22.0
Matsubara|38.0278|139.9912|527|22.0
Casarza Ligure|44.2719|9.4470|1924|22.0
Lahraouyine|33.5414|-7.5285|2535|22.0
Tasti Tea Garden|26.6482|89.1465|1182|22.0
La Dorada|0.3431|-76.9112|323|22.0
Kannampālaiyam|10.9954|77.0990|461|22.0
Trujillo Alto|18.3547|-66.0074|1054|22.0
Şabrātah|32.7933|12.4885|1982|22.0
Jiaozhou|36.2839|120.0033|65|22.0
Huzhai|34.6694|117.0083|51|22.0
Lambari|-21.9756|-45.3503|142|22.0
Sersheim|48.9667|9.0167|1865|22.0
Duba|27.3513|35.6901|1220|22.0
Bang Len|14.0219|100.1718|582|22.0
Umzimhle|-26.9350|26.7307|-259|22.0
Ijuí|-28.3878|-53.9147|-350|22.0
Karlsruhe|49.0094|8.4044|1877|22.0
Novoorsk|51.3812|58.9852|2182|22.0
Valladolid|20.6881|-88.1994|1061|22.0
Winterton|-28.8123|29.5412|-309|22.0
Kouango|4.9934|19.9619|1502|22.0
Grijó|41.0284|-8.5802|2555|22.0
Biasca|46.3597|8.9696|1904|22.0
Beldānga|23.9343|88.2602|1160|22.0
Purnia|25.7789|87.4742|1221|22.0
Pellaro|38.0167|15.6500|1811|22.0
Berchtesgaden|47.6324|13.0019|1803|22.0
Pleasant Hill|38.7875|-94.2694|1313|22.0
Lunas|5.4306|100.5301|252|22.0
Monclova|26.9069|-101.4206|937|22.0
Pola de Laviana|43.2454|-5.5629|2443|22.0
Wu Kai Sha|22.4302|114.2421|32|22.0
Kampung Minyak Beku|1.7954|102.8971|50|22.0
Paris|48.8534|2.3488|2042|22.0
Van Nest|40.8484|-73.8637|1023|22.0
Edenvale|-26.1410|28.1525|-174|22.0
Hagondange|49.2488|6.1637|1926|22.0
Boulder City|35.9786|-114.8325|855|22.0
Taka-Töölö|60.1843|24.9195|2069|22.0
Zamboanga|6.9103|122.0739|-350|22.0
Vize|41.5763|27.7673|1625|22.0
San Marco Evangelista|41.0370|14.3398|1823|22.0
Dolgoderevenskoye|55.3501|61.3415|2063|22.0
Guatambú|-27.1319|-52.7872|-350|22.0
Falkensee|52.5601|13.0927|1787|22.0
Karosta|56.5513|21.0129|1896|22.0
Sahuarita|31.9576|-110.9557|815|22.0
Sumusţā al Waqf|28.9210|30.8537|1353|22.0
Louisville|38.2542|-85.7594|1227|22.0
Chandrakona|22.7333|87.5167|1145|22.0
Dabwāli|29.9491|74.7383|1574|22.0
Vyborg|60.7076|28.7528|2175|22.0
Martinez|33.5174|-82.0757|1235|22.0
Aubigny-sur-Nère|47.4882|2.4390|2074|22.0
Ōdachō-ōda|35.1902|132.5085|170|22.0
Windhoek|-22.5594|17.0832|-222|22.0
Jennings|38.7192|-90.2604|1280|22.0
Clive|41.6030|-93.7241|1278|22.0
Huinong|39.2333|106.7694|327|22.0
Van Wert|40.8695|-84.5841|1159|22.0
Chã Preta|-9.2553|-36.2961|338|22.0
Lyantor|61.6195|72.1555|1303|22.0
Perstorp|56.1383|13.3948|1796|22.0
Merate|45.6886|9.4208|1903|22.0
San Miguel Cuyutlán|20.4174|-103.3894|462|22.0
Sumirago|45.7365|8.7836|1920|22.0
Pasrur|32.2629|74.6633|1651|22.0
Avalpūndurai|11.2310|77.7182|488|22.0
Fortitude Valley|-27.4571|153.0318|-350|22.0
Crockett|31.3182|-95.4566|1253|22.0
Al Qurayn|25.4833|49.6000|1070|22.0
Senador Pompeu|-5.5881|-39.3717|428|22.0
Addison|41.9317|-87.9890|1192|22.0
Rovira|4.2392|-75.2400|627|22.0
Maba|0.7007|128.2920|-350|22.0
Ilitha|-32.8924|27.5305|-350|22.0
De Meern|52.0817|5.0361|1898|22.0
Amapá|2.0450|-50.7882|705|22.0
Walni|21.3231|79.0872|1168|22.0
Djapadji|5.2911|-6.8202|1061|22.0
Iramallūr|10.0619|76.5717|383|22.0
Kamenolomni|47.6678|40.2048|2016|22.0
Várzea Grande|-15.6467|-56.1325|147|22.0
Nyíregyháza|47.9554|21.7167|1742|22.0
Boa Saúde|-6.1583|-35.6006|343|22.0
Şırnak|37.5139|42.4543|1602|22.0
Abraveses|40.6814|-7.9210|2544|22.0
Shahrak-e Pābedānā|31.1344|56.3981|1493|22.0
Grodzisk Mazowiecki|52.1039|20.6337|1805|22.0
Nine|41.4588|-8.5460|2549|22.0
Keansburg|40.4418|-74.1299|1029|22.0
Nek’emtē|9.0833|36.5500|961|22.0
Mengkofen|48.7189|12.4405|1805|22.0
Bad Griesbach|48.4518|13.1933|1796|22.0
Sankt Martin|46.6167|14.2833|1787|22.0
Wheeling|40.0640|-80.7209|1114|22.0
Ouddorp|51.8117|3.9347|1928|22.0
Berane|42.8433|19.8728|1700|22.0
Bolsover|53.2285|-1.2920|2027|22.0
Santa Quitéria do Maranhão|-3.4959|-42.5620|508|22.0
Santa Rosa de Lima|13.6247|-87.8936|718|22.0
Kyivskyi|48.0465|37.7757|1980|22.0
Loanda|-22.9231|-53.1372|-144|22.0
Grao de Murviedro|39.6417|-0.2389|2346|22.0
Jaora|23.6378|75.1271|1282|22.0
Yasnogorsk|54.4809|37.6982|2204|22.0
Croatá|-4.4159|-40.9047|468|22.0
Kakogawachō-honmachi|34.7694|134.8290|205|22.0
Lanester|47.7632|-3.3393|2257|22.0
Clanton Park|43.7420|-79.4463|1027|22.0
Goudomp|12.5778|-15.8722|1258|22.0
Sansheng|29.8926|106.6265|365|22.0
Sol’-Iletsk|51.1624|54.9916|2244|22.0
Peng Siang|1.3800|103.7407|24|22.0
Marchwood|50.8897|-1.4544|2102|22.0
Gandevi|20.8121|72.9981|1093|22.0
Tinley Park|41.5734|-87.7845|1196|22.0
Jocotenango|14.5781|-90.7380|661|22.0
Itanagra|-12.2631|-38.0417|350|22.0
Hetauda|27.4284|85.0322|1322|22.0
Chinch'ŏn|36.8567|127.4433|146|22.0
Vila Franca do Campo|37.7160|-25.4322|2420|22.0
Fuente el Saz|40.6322|-3.5115|2431|22.0
Lubwe|-11.1165|29.6462|740|22.0
Bom Jardim de Goiás|-16.2097|-52.1722|232|22.0
Princeville|46.1716|-71.8746|987|22.0
Salvaterra|-0.7533|-48.5167|640|22.0
Pryluky|50.5932|32.3876|1960|22.0
Mường Lay|22.0000|103.1333|566|22.0
Koun Sat|10.6006|104.2796|373|22.0
Riverton|40.5219|-111.9391|1135|22.0
La Colle-sur-Loup|43.6865|7.1038|2008|22.0
Örkény|47.1299|19.4332|1734|22.0
Dourges|50.4364|2.9859|1984|22.0
Kirovgrad|57.4313|60.0617|2059|22.0
Masila|22.5808|88.2328|1125|22.0
Barbastro|42.0356|0.1269|2286|22.0
Chīras|35.4167|65.9823|1817|22.0
Ringe|55.2383|10.4786|1792|22.0
Malo|45.6591|11.4160|1852|22.0
Bissorã|12.2231|-15.4475|1249|22.0
Western Springs|41.8098|-87.9006|1193|22.0
Lille|50.6339|3.0551|1977|22.0
Chakia|25.0489|83.2215|1299|22.0
Shrivardhan|18.0532|73.0011|908|22.0
Beloozyorskiy|55.4598|38.4436|2245|22.0
Zhaoxing|25.9108|109.1764|262|22.0
Pontalina|-17.5250|-49.4472|236|22.0
Franklin Park|41.9353|-87.8656|1190|22.0
Sterling|39.0062|-77.4286|1085|22.0
Lively|46.4334|-81.1497|991|22.0
Morières-lès-Avignon|43.9403|4.9011|2076|22.0
Nāthdwāra|24.9381|73.8239|1347|22.0
Pohang|36.0292|129.3648|143|22.0
Yemel’yanovo|56.1703|92.6721|614|22.0
Kaliua|-5.0606|31.7936|948|22.0
Itarema|-2.9203|-39.9150|459|22.0
Uttoxeter|52.8984|-1.8649|2053|22.0
Chos Malal|-37.3781|-70.2708|-350|22.0
Malabanban Norte|13.9452|121.4306|-318|22.0
Riesi|37.2808|14.0832|1870|22.0
Champerico|14.2921|-91.9134|592|22.0
Fellsmere|27.7678|-80.6014|1245|22.0
Kashiwazaki|37.3667|138.5500|451|22.0
Changlang|27.1318|95.7349|916|22.0
Al Maţarīyah|31.1829|32.0311|1366|22.0
Oress-Krobou|5.7324|-4.3947|1184|22.0
Kyaung Kone|17.0006|96.0828|776|22.0
Bernissart|50.4746|3.6496|1965|22.0
Csorna|47.6116|17.2501|1751|22.0
Aban|56.6767|96.0651|536|22.0
Moonee Ponds|-37.7667|144.9167|-350|22.0
Yau Tong|22.2957|114.2360|32|22.0
Kilómetro 30|16.9978|-99.7800|404|22.0
In Salah|27.1968|2.4791|2328|22.0
Kukuna|9.3984|-12.6648|1149|22.0
Akhalkalaki|41.4051|43.4863|1807|22.0
Marhamat|40.5024|72.3265|1839|22.0
Koersel|51.0591|5.2712|1912|22.0
Wichita|37.6922|-97.3375|1318|22.0
Ogose|35.9589|139.2900|398|22.0
Malberg|50.8624|5.6542|1908|22.0
Medellin|11.1286|123.9622|-350|22.0
Kalinkovichi|52.1323|29.3257|1946|22.0
Molo|-0.2485|35.7319|917|22.0
Hulha Negra|-31.4042|-53.8694|-350|22.0
Besskorbnaya|44.6447|41.3110|1912|22.0
Pidugurālla|16.4793|79.8863|884|22.0
Whitehall Estates|19.3131|-81.3821|1130|22.0
Deception Bay|-27.1935|153.0263|-350|22.0
Maco|7.3619|125.8553|-350|22.0
Souderton|40.3118|-75.3252|1041|22.0
Priverno|41.4705|13.1787|1852|22.0
Trois-Rivières|46.3451|-72.5477|981|22.0
Kennedale|32.6468|-97.2258|1256|22.0
Salyan|39.5962|48.9848|1824|22.0
Noisiel|48.8487|2.6244|2034|22.0
Baihar|22.1013|80.5497|1206|22.0
Lapseki|40.3442|26.6856|1603|22.0
Dehu|18.7185|73.7664|964|22.0
Maunabo|18.0072|-65.8993|1052|22.0
Tamuning-Tumon-Harmon Village|13.4877|144.7814|-350|22.0
Graulhet|43.7669|1.9894|2181|22.0
Eden Glen Ext 60|-26.1259|28.1650|-173|22.0
Bukavu|-2.4908|28.8428|1092|22.0
Liangshui|33.4318|104.8091|426|22.0
Grevenbroich|51.0910|6.5827|1883|22.0
Shentala|54.4335|51.4663|2298|22.0
Moree|-29.4628|149.8416|-350|22.0
Mircea Vodă|44.2833|28.1667|1693|22.0
Seaton Delaval|55.0720|-1.5261|1978|22.0
Torelló|42.0463|2.2668|2211|22.0
Tirumullaivāsal|11.2400|79.8371|521|22.0
Nandelav|21.7203|72.9960|1151|22.0
Modimolle|-24.7000|28.4000|-76|22.0
Pembury|51.1430|0.3219|2041|22.0
Untsukul’|42.7115|46.7866|1933|22.0
Bethlehem|40.6259|-75.3705|1037|22.0
Ertvelde|51.1792|3.7472|1947|22.0
Uglekamensk|43.2205|133.2322|586|22.0
Thandla|23.0096|74.5775|1244|22.0
Regla|23.1250|-82.3319|1208|22.0
Sarıgöl|38.2395|28.6966|1548|22.0
Magsaysay|9.3859|118.5133|-210|22.0
Konala|60.2371|24.8449|2068|22.0
Borama|9.9361|43.1828|671|22.0
Vettanād|8.6059|76.9424|279|22.0
Baraboo|43.4711|-89.7443|1186|22.0
Say|13.1007|2.3689|1869|22.0
Tulare|36.2077|-119.3473|671|22.0
Tai Wo Hau|22.3672|114.1235|37|22.0
Selby|53.7833|-1.0667|2004|22.0
Alang|21.3988|72.1754|1121|22.0
Herriman|40.5141|-112.0330|1133|22.0
Edmonton|53.5501|-113.4687|1205|22.0
Ndom|4.4978|9.5628|1479|22.0
Florstadt|50.3167|8.8667|1850|22.0
Jalostotitlán|21.1681|-102.4610|556|22.0
Chongxing|29.9955|107.5094|324|22.0
Gurun|5.8172|100.4738|272|22.0
Cherkessk|44.2238|42.0462|1908|22.0
Laohekou|32.3858|111.6678|156|22.0
Montichiari|45.4132|10.3980|1881|22.0
Desert Hot Springs|33.9617|-116.5035|679|22.0
Chotila|22.4235|71.1964|1175|22.0
Kill Devil Hills|36.0307|-75.6760|1105|22.0
Converse|29.5180|-98.3161|1146|22.0
Pompéia|-22.1086|-50.1717|9|22.0
Kenol|-0.9373|37.1228|850|22.0
Cipotânea|-20.9053|-43.3656|211|22.0
Burbank|34.1808|-118.3090|609|22.0
Palm Beach Gardens|26.8234|-80.1386|1240|22.0
Tabount|30.9032|-6.9158|2490|22.0
Prineville|44.2998|-120.8345|969|22.0
São Sebastião do Maranhão|-18.0844|-42.5714|296|22.0
Arenal|19.3811|-98.9428|605|22.0
Kōzu|35.2817|139.2089|358|22.0
Dvurechensk|56.5982|61.0953|2042|22.0
Escaudain|50.3332|3.3443|1977|22.0
Kapolei|21.3356|-158.0582|150|22.0
Villeurbanne|45.7660|4.8795|2037|22.0
Dallol Depression|14.2410|40.3000|-125|35.0
Santa Cruz do Sul|-29.7175|-52.4258|-350|22.0
Inca|39.7211|2.9109|2236|22.0
Markovci|46.3956|15.9283|1763|22.0
Harunabad|29.6121|73.1380|1571|22.0
Nioro|15.2307|-9.5936|1693|22.0
Jhālāwār|24.5963|76.1650|1335|22.0
Skelton|53.7252|-0.8419|2000|22.0
Yŏnggwang-ŭp|40.0183|127.4547|289|22.0
Ayyampālaiyam|10.2253|77.7485|414|22.0
Todaraisingh|26.0240|75.4818|1405|22.0
Fort Wayne|41.1306|-85.1289|1163|22.0
Nyon|46.3832|6.2396|1981|22.0
Catabola|-12.1500|17.2833|514|22.0
Sufālat Samā’il|23.3167|58.0167|1032|22.0
Radlin|50.0502|18.4763|1764|22.0
Guaraniaçu|-25.1008|-52.8781|-258|22.0
Severna Park|39.0704|-76.5452|1073|22.0
Dhaunkal|32.4061|74.1371|1662|22.0
Sant Quirze del Vallès|41.5333|2.0833|2228|22.0
Bihpuriāgaon|27.0172|93.9167|998|22.0
Tortona|44.8978|8.8637|1931|22.0
El Bosque|17.0625|-92.7210|731|22.0
Vinkovci|45.2883|18.8047|1725|22.0
San Jose|15.0333|120.7833|-283|22.0
Nevesinje|43.2586|18.1133|1728|22.0
Soria|41.7640|-2.4688|2378|22.0
Chivacoa|10.1595|-68.8945|974|22.0
Highview|38.1429|-85.6241|1226|22.0
Stendal|52.6069|11.8587|1794|22.0
Omdurman|15.6445|32.4777|1186|22.0
Karłowice-Różanka|51.1367|17.0432|1773|22.0
Hafendorf|47.4565|15.3184|1770|22.0
Mettuppālaiyam|11.1681|78.4494|495|22.0
Shohimardon|39.9832|71.8051|1850|22.0
Rizokárpaso|35.5972|34.3792|1458|22.0
Calafat|43.9907|22.9333|1682|22.0
Kingston|-29.0546|167.9663|-350|22.0
Vitorino Freire|-4.2881|-45.2461|550|22.0
Energetik|51.7445|58.7934|2185|22.0
Saltburn-by-the-Sea|54.5824|-0.9737|1978|22.0
Witzenhausen|51.3410|9.8554|1823|22.0
Madurāntakam|12.5117|79.8849|614|22.0
Umán|20.8815|-89.7480|1030|22.0
Boraure|10.2475|-68.7697|977|22.0
Léléblé|6.2331|-5.2234|1192|22.0
Sitai|33.4864|105.6100|390|22.0
Tvardița|46.1483|28.9649|1753|22.0
Los Reyes Acaquilpan|19.3636|-98.9771|602|22.0
Buggenhout|51.0159|4.2017|1939|22.0
Nankana Sahib|31.4501|73.7065|1636|22.0
